date,time,label,title,content
2019-01-11,11:48:42,1,DefaultListableBeanFactory:581,"Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@6078898a: defining beans [org.springframework.web.servlet.resource.ResourceHttpRequestHandler#0,org.springframework.web.servlet.handler.SimpleUrlHandlerMapping#0,org.springframework.web.servlet.handler.BeanNameUrlHandlerMapping,org.springframework.web.servlet.mvc.HttpRequestHandlerAdapter,org.springframework.web.servlet.mvc.SimpleControllerHandlerAdapter,org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.context.annotation.internalPersistenceAnnotationProcessor,tcoeAccountsController,tcoeController,tcoeDictionaryController,tcoeExcelController,tcoeJenkinsController,tcoeJIRAController,tcoeKpiController,tcoeLoginController,tcoePredictionController,tcoeQAController,tcoeQCController,tcoeTFSController,tcoeWordcloudController,genericDAOImpl,excelIndexer,JIRADataFetcher,JIRADataFromLuceneServiceImpl,QCDataFetcher,QCDataFromLuceneServiceImpl,defectServiceImpl,dictionaryServiceImpl,excelServiceImpl,jenkinsServiceImpl,jiraServiceImpl,loginServiceImpl,permissionServiceImpl,QCServiceImpl,tcoeAccountsServiceImpl,tcoeBaseServiceImpl,tcoeKpiServiceImpl,TFSServiceImpl,userCloudServiceImpl,TFSDataFetcher,TFSDataFromLuceneServiceImpl,org.springframework.security.filterChains,org.springframework.security.filterChainProxy,org.springframework.security.web.PortMapperImpl#0,org.springframework.security.web.PortResolverImpl#0,org.springframework.security.config.authentication.AuthenticationManagerFactoryBean#0,org.springframework.security.authentication.ProviderManager#0,org.springframework.security.web.context.HttpSessionSecurityContextRepository#0,org.springframework.security.core.session.SessionRegistryImpl#0,org.springframework.security.web.authentication.session.ConcurrentSessionControlStrategy#0,org.springframework.security.web.savedrequest.HttpSessionRequestCache#0,org.springframework.security.access.vote.AffirmativeBased#0,org.springframework.security.web.access.intercept.FilterSecurityInterceptor#0,org.springframework.security.web.access.DefaultWebInvocationPrivilegeEvaluator#0,org.springframework.security.authentication.AnonymousAuthenticationProvider#0,org.springframework.security.web.authentication.www.BasicAuthenticationEntryPoint#0,org.springframework.security.userDetailsServiceFactory,org.springframework.security.web.DefaultSecurityFilterChain#0,org.springframework.security.provisioning.InMemoryUserDetailsManager#0,org.springframework.security.authentication.dao.DaoAuthenticationProvider#0,org.springframework.security.authentication.DefaultAuthenticationEventPublisher#0,org.springframework.security.authenticationManager,org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping#0,org.springframework.format.support.FormattingConversionServiceFactoryBean#0,org.springframework.validation.beanvalidation.LocalValidatorFactoryBean#0,org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter#0,org.springframework.web.servlet.handler.MappedInterceptor#0,org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver#0,org.springframework.web.servlet.mvc.annotation.ResponseStatusExceptionResolver#0,org.springframework.web.servlet.mvc.support.DefaultHandlerExceptionResolver#0,errorUrlBean,errorController,org.springframework.web.servlet.mvc.support.ControllerClassNameHandlerMapping#0,viewResolver,tilesConfigurer,dataSource,sessionFactory,transactionManager,org.springframework.aop.config.internalAutoProxyCreator,org.springframework.transaction.annotation.AnnotationTransactionAttributeSource#0,org.springframework.transaction.interceptor.TransactionInterceptor#0,org.springframework.transaction.config.internalTransactionAdvisor,multipartResolver,org.springframework.context.annotation.ConfigurationClassPostProcessor$ImportAwareBeanPostProcessor#0]; root of factory hierarchy"
2019-01-11,11:48:43,1,SimpleUrlHandlerMapping:314,Mapped URL path [/resources/**] onto handler 'org.springframework.web.servlet.resource.ResourceHttpRequestHandler#0'
2019-01-11,11:48:43,1,Version:37,Hibernate Commons Annotations 3.2.0.Final
2019-01-11,11:48:43,1,Version:41,HHH000412: Hibernate Core {4.1.5.Final}
2019-01-11,11:48:43,1,Environment:239,HHH000206: hibernate.properties not found
2019-01-11,11:48:43,1,Environment:342,HHH000021: Bytecode provider name : javassist
2019-01-11,11:48:51,0,JdbcServicesImpl:169,HHH000342: Could not obtain connection to query metadata : Cannot create PoolableConnectionFactory (Could not create connection to database server. Attempted reconnect 3 times. Giving up.)
2019-01-11,11:48:51,1,Dialect:125,HHH000400: Using dialect: org.hibernate.dialect.SQLServer2008Dialect
2019-01-11,11:48:51,1,LobCreatorBuilder:85,HHH000422: Disabling contextual LOB creation as connection was null
2019-01-11,11:48:51,1,TransactionFactoryInitiator:68,HHH000399: Using default transaction strategy (direct JDBC transactions)
2019-01-11,11:48:51,1,ASTQueryTranslatorFactory:48,HHH000397: Using ASTQueryTranslatorFactory
2019-01-11,11:48:51,1,Version:27,HV000001: Hibernate Validator 4.3.0.Final
2019-01-11,11:48:53,1,DefaultSecurityFilterChain:28,"Creating filter chain: org.springframework.security.web.util.AnyRequestMatcher@1, [org.springframework.security.web.session.ConcurrentSessionFilter@5c18f9ac, org.springframework.security.web.context.SecurityContextPersistenceFilter@6f80319d, org.springframework.security.web.authentication.logout.LogoutFilter@479d338, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@19cfc462, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2819b6e, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6c634e7a, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2649a0dd, org.springframework.security.web.session.SessionManagementFilter@41429ca2, org.springframework.security.web.access.ExceptionTranslationFilter@4f16350f, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@39f0a209]"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/viewAccounts],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public java.util.HashMap<java.lang.String, java.lang.Object> com.lntinfotech.tcoe.controller.TcoeAccountsController.accountsView(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,javax.servlet.http.HttpSession)"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/editAccounts],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public java.lang.String com.lntinfotech.tcoe.controller.TcoeAccountsController.accountsCudOperation(com.lntinfotech.tcoe.entities.to.AccountsTo,org.springframework.validation.BindingResult,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,javax.servlet.http.HttpSession) throws java.lang.Exception"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/main/test],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public org.springframework.web.servlet.ModelAndView com.lntinfotech.tcoe.controller.TcoeController.test(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession)"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/main/login],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public org.springframework.web.servlet.ModelAndView com.lntinfotech.tcoe.controller.TcoeController.userLogin(javax.servlet.http.HttpServletRequest)"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/main/demo],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public org.springframework.web.servlet.ModelAndView com.lntinfotech.tcoe.controller.TcoeController.demopage(javax.servlet.http.HttpServletRequest)"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/main/homePage],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public org.springframework.web.servlet.ModelAndView com.lntinfotech.tcoe.controller.TcoeController.configureProject(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession)"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/main/summaryReport],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public org.springframework.web.servlet.ModelAndView com.lntinfotech.tcoe.controller.TcoeController.summaryReport(javax.servlet.http.HttpServletRequest)"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/main/fast],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public org.springframework.web.servlet.ModelAndView com.lntinfotech.tcoe.controller.TcoeController.fast(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession)"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/main/JiraKDTconfig],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public org.springframework.web.servlet.ModelAndView com.lntinfotech.tcoe.controller.TcoeController.JiraKDTconfig(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession)"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/main/QCKDTconfig],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public org.springframework.web.servlet.ModelAndView com.lntinfotech.tcoe.controller.TcoeController.QCKDTconfig(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession)"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/main/globalSettings],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public org.springframework.web.servlet.ModelAndView com.lntinfotech.tcoe.controller.TcoeController.globalSettings(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession)"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/main/homePageView],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public org.springframework.web.servlet.ModelAndView com.lntinfotech.tcoe.controller.TcoeController.homePageView(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession)"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/main/smartBoard],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public org.springframework.web.servlet.ModelAndView com.lntinfotech.tcoe.controller.TcoeController.smartBoard(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession)"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/main/projectDashboard],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public org.springframework.web.servlet.ModelAndView com.lntinfotech.tcoe.controller.TcoeController.projectDashboard(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession)"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/main/consoleOutput],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public org.springframework.web.servlet.ModelAndView com.lntinfotech.tcoe.controller.TcoeController.consoleOutput(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession)"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/main/projects],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public org.springframework.web.servlet.ModelAndView com.lntinfotech.tcoe.controller.TcoeController.projects(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession)"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/main/reportAnalysis],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public org.springframework.web.servlet.ModelAndView com.lntinfotech.tcoe.controller.TcoeController.reportAnalysis(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession)"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/main/fastHome],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public org.springframework.web.servlet.ModelAndView com.lntinfotech.tcoe.controller.TcoeController.fastHome(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession)"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/main/fastProjects],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public org.springframework.web.servlet.ModelAndView com.lntinfotech.tcoe.controller.TcoeController.fastProjects(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession)"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/main/fastTestCases],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public org.springframework.web.servlet.ModelAndView com.lntinfotech.tcoe.controller.TcoeController.fastTestCases(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession)"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/main/fastTestSets],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public org.springframework.web.servlet.ModelAndView com.lntinfotech.tcoe.controller.TcoeController.fastTestSets(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession)"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/main/FASTConsole],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public org.springframework.web.servlet.ModelAndView com.lntinfotech.tcoe.controller.TcoeController.FASTConsole(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession)"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/main/sonarConfig],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public org.springframework.web.servlet.ModelAndView com.lntinfotech.tcoe.controller.TcoeController.sonarConfig(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession)"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/main/logoff],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public org.springframework.web.servlet.ModelAndView com.lntinfotech.tcoe.controller.TcoeController.LogOff(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,javax.servlet.http.HttpSession) throws java.lang.Exception"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/main/noPageMapped],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public org.springframework.web.servlet.ModelAndView com.lntinfotech.tcoe.controller.TcoeController.noPageMapped(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession)"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/genrateCluster],methods=[POST],params=[],headers=[],consumes=[application/json],produces=[],custom=[]}"" onto public java.lang.String com.lntinfotech.tcoe.controller.TcoeDictionaryController.genrateCluster(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletResponse,java.lang.Object,java.lang.String) throws java.lang.Exception"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/saveClusterAlt],methods=[POST],params=[],headers=[],consumes=[application/json],produces=[],custom=[]}"" onto public java.lang.String com.lntinfotech.tcoe.controller.TcoeDictionaryController.saveClusterAlt(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletResponse,java.lang.Object,java.lang.String) throws java.lang.Exception"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/saveCategory],methods=[POST],params=[],headers=[],consumes=[application/json],produces=[],custom=[]}"" onto public java.lang.String com.lntinfotech.tcoe.controller.TcoeDictionaryController.saveCategory(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletResponse,java.lang.Object,java.lang.String) throws java.lang.Exception"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/uploadFileConfiguration],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public java.util.HashMap<java.lang.String, java.util.ArrayList<java.lang.String>> com.lntinfotech.tcoe.controller.TcoeDictionaryController.uploadFileConfiguration(org.springframework.web.multipart.commons.CommonsMultipartFile,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletResponse,java.lang.Object) throws java.lang.Exception"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/getClusterInsight],methods=[POST],params=[],headers=[],consumes=[application/json],produces=[],custom=[]}"" onto public java.lang.String com.lntinfotech.tcoe.controller.TcoeDictionaryController.getClusterInsight(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletResponse,java.lang.Object,java.lang.String) throws java.lang.Exception"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/genrateWordCloudConfig],methods=[POST],params=[],headers=[],consumes=[application/json],produces=[],custom=[]}"" onto public java.lang.String com.lntinfotech.tcoe.controller.TcoeDictionaryController.genrateWordCloudConfig(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletResponse,java.lang.Object,java.lang.String) throws java.lang.Exception"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/downloadRemoveWords],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public void com.lntinfotech.tcoe.controller.TcoeDictionaryController.downloadRemoveWords(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletResponse,java.lang.Object) throws java.lang.Exception"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/uploadRemoveWords],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public java.lang.String com.lntinfotech.tcoe.controller.TcoeDictionaryController.uploadRemoveWords(org.springframework.web.multipart.commons.CommonsMultipartFile,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletResponse,java.lang.Object) throws java.lang.Exception"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/editExcel],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public java.lang.String com.lntinfotech.tcoe.controller.TcoeExcelController.editExcel(com.lntinfotech.tcoe.entities.to.UserCloudDetailsTO,org.springframework.validation.BindingResult,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,javax.servlet.http.HttpSession) throws java.lang.Exception"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/viewExcel],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public java.util.HashMap<java.lang.String, java.lang.Object> com.lntinfotech.tcoe.controller.TcoeExcelController.viewQC(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,javax.servlet.http.HttpSession)"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/buildJob],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public java.lang.String com.lntinfotech.tcoe.controller.TcoeJenkinsController.buildJob(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletResponse,java.lang.Object) throws java.lang.Exception"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/deleteJob],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public java.util.Map<java.lang.String, java.util.ArrayList<java.lang.String>> com.lntinfotech.tcoe.controller.TcoeJenkinsController.deleteJob(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletResponse,java.lang.Object) throws java.lang.Exception"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/loadJobs],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public java.util.ArrayList<java.lang.String> com.lntinfotech.tcoe.controller.TcoeJenkinsController.loadJobs(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletResponse,java.lang.Object) throws java.lang.Exception"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/deleteProject],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public java.util.Map<java.lang.String, java.util.ArrayList<java.lang.String>> com.lntinfotech.tcoe.controller.TcoeJenkinsController.deleteProject(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletResponse,java.lang.Object) throws java.lang.Exception"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/loadBuildStatus],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public java.util.List<java.lang.String> com.lntinfotech.tcoe.controller.TcoeJenkinsController.loadBuildStatus(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletResponse,java.lang.Object) throws java.lang.Exception"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/loadBuildDetails],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public java.util.HashMap<java.lang.Integer, java.util.ArrayList<java.lang.String>> com.lntinfotech.tcoe.controller.TcoeJenkinsController.loadBuildDetails(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletResponse,java.lang.Object) throws java.lang.Exception"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/getSelectedTests],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public java.lang.String com.lntinfotech.tcoe.controller.TcoeJenkinsController.getSelectedTests(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletResponse,java.lang.Object) throws java.lang.Exception"
2019-01-11,11:48:53,1,RequestMappingHandlerMapping:186,"Mapped ""{[/loadDateDetails],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}"" onto public java.lang.String com.lntinfotech.tcoe.controller.TcoeJenkinsController.loadDateDetails(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletResponse,java.lang.Object) throws java.lang.Exception"
